"TrueMean","Bias","BiasStrength","Hyperbole","ExtermityBias","FaB","BeliefMean","BeliefVar","BeliefMeanError","BeliefVarError","BeliefMeanMSE","BeliefVarMSE"
0,0,0.1,2,0,1,-0.005,1.856,-0.005,0.856,0,0.733
0,0,0.1,2,1,0,0,2.352,0,1.352,0,1.827
0,0,0.1,2,1,1,0.003,2.354,0.003,1.354,0,1.833
0,0,1,1,0,0,-0.006,0.604,-0.006,-0.396,0,0.157
0,0,1,1,0,1,0.01,0.606,0.01,-0.394,0,0.155
0,0,1,1,1,0,-0.739,0.421,-0.739,-0.579,0.547,0.335
0,0,1,1,1,1,0.7,0.427,0.7,-0.573,0.49,0.328
0,0,1,2,0,0,-0.065,0.742,-0.065,-0.258,0.004,0.067
0,0,1,2,0,1,0.05,0.742,0.05,-0.258,0.002,0.067
0,0,1,2,1,0,1.83,0.566,1.83,-0.434,3.348,0.189
0,0,1,2,1,1,-1.847,0.565,-1.847,-0.435,3.41,0.189
0,1,0.1,1,0,0,-0.001,0.968,-0.001,-0.032,0,0.001
0,1,0.1,1,0,1,0.005,0.965,0.005,-0.035,0,0.001
0,1,0.1,1,1,0,0,1.532,0,0.532,0,0.283
0,1,0.1,1,1,1,-0.005,1.53,-0.005,0.53,0,0.281
0,1,0.1,2,0,0,-0.008,1.847,-0.008,0.847,0,0.717
0,1,0.1,2,0,1,-0.007,1.858,-0.007,0.858,0,0.736
0,1,0.1,2,1,0,-0.007,2.352,-0.007,1.352,0,1.829
0,1,0.1,2,1,1,-0.002,2.357,-0.002,1.357,0,1.841
0,1,1,1,0,0,-0.001,0.604,-0.001,-0.396,0,0.156
0,1,1,1,0,1,-0.007,0.603,-0.007,-0.397,0,0.157
0,1,1,1,1,0,1.372,0.422,1.372,-0.578,1.883,0.334
0,1,1,1,1,1,-0.095,0.42,-0.095,-0.58,0.009,0.336
0,1,1,2,0,0,0.02,0.739,0.02,-0.261,0,0.068
0,1,1,2,0,1,-0.038,0.741,-0.038,-0.259,0.001,0.067
0,1,1,2,1,0,1.838,0.562,1.838,-0.438,3.379,0.192
0,1,1,2,1,1,1.848,0.567,1.848,-0.433,3.415,0.188
1,-1,0.1,1,0,0,0.999,0.966,-0.001,-0.034,0,0.001
1,-1,0.1,1,0,1,0.345,1.087,-0.655,0.087,0.429,0.008
1,-1,0.1,1,1,0,1.637,0.824,0.637,-0.176,0.405,0.031
1,-1,0.1,1,1,1,0.21,1.598,-0.79,0.598,0.624,0.358
1,-1,0.1,2,0,0,2,1.857,1,0.857,1,0.735
1,-1,0.1,2,0,1,0.658,2.077,-0.342,1.077,0.117,1.16
1,-1,0.1,2,1,0,2.608,1.745,1.608,0.745,2.586,0.555
1,-1,0.1,2,1,1,0.512,2.532,-0.488,1.532,0.238,2.348
1,-1,1,1,0,0,0.985,0.601,-0.015,-0.399,0,0.159
1,-1,1,1,0,1,-0.077,0.597,-1.077,-0.403,1.159,0.163
1,-1,1,1,1,0,1.64,0.442,0.64,-0.558,0.409,0.312
1,-1,1,1,1,1,-1.257,0.355,-2.257,-0.645,5.096,0.416
1,-1,1,2,0,0,2.004,0.743,1.004,-0.257,1.007,0.066
1,-1,1,2,0,1,-0.531,0.606,-1.531,-0.394,2.342,0.155
1,-1,1,2,1,0,2.214,0.658,1.214,-0.342,1.473,0.117
1,-1,1,2,1,1,-1.59,0.471,-2.59,-0.529,6.71,0.28
1,0,0.1,1,0,0,0.999,0.966,-0.001,-0.034,0,0.001
1,0,0.1,1,0,1,0.346,1.088,-0.654,0.088,0.427,0.008
1,0,0.1,1,1,0,1.637,0.829,0.637,-0.171,0.405,0.029
1,0,0.1,1,1,1,0.203,1.604,-0.797,0.604,0.636,0.365
1,0,0.1,2,0,0,2.003,1.85,1.003,0.85,1.006,0.722
1,0,0.1,2,0,1,0.656,2.076,-0.344,1.076,0.118,1.158
1,0,0.1,2,1,0,2.597,1.748,1.597,0.748,2.549,0.56
1,0,0.1,2,1,1,0.502,2.522,-0.498,1.522,0.248,2.317
1,0,1,1,0,0,1.003,0.602,0.003,-0.398,0,0.158
1,0,1,1,0,1,-0.054,0.598,-1.054,-0.402,1.11,0.162
1,0,1,1,1,0,1.642,0.441,0.642,-0.559,0.412,0.313
1,0,1,1,1,1,-0.768,0.421,-1.768,-0.579,3.126,0.335
1,0,1,2,0,0,2.007,0.745,1.007,-0.255,1.015,0.065
1,0,1,2,0,1,-0.533,0.607,-1.533,-0.393,2.349,0.155
1,0,1,2,1,0,2.454,0.676,1.454,-0.324,2.114,0.105
1,0,1,2,1,1,-1.591,0.472,-2.591,-0.528,6.713,0.279
1,1,0.1,1,0,0,1.001,0.969,0.001,-0.031,0,0.001
1,1,0.1,1,0,1,0.345,1.086,-0.655,0.086,0.429,0.007
1,1,0.1,1,1,0,1.64,0.833,0.64,-0.167,0.41,0.028
1,1,0.1,1,1,1,0.198,1.6,-0.802,0.6,0.644,0.36
1,1,0.1,2,0,0,2.002,1.855,1.002,0.855,1.004,0.732
1,1,0.1,2,0,1,0.662,2.079,-0.338,1.079,0.114,1.163
1,1,0.1,2,1,0,2.601,1.753,1.601,0.753,2.564,0.567
1,1,0.1,2,1,1,0.491,2.528,-0.509,1.528,0.259,2.334
1,1,1,1,0,0,1.001,0.603,0.001,-0.397,0,0.158
1,1,1,1,0,1,-0.07,0.601,-1.07,-0.399,1.145,0.159
1,1,1,1,1,0,1.639,0.442,0.639,-0.558,0.409,0.312
1,1,1,1,1,1,-0.542,0.418,-1.542,-0.582,2.378,0.339
1,1,1,2,0,0,2.061,0.742,1.061,-0.258,1.125,0.067
1,1,1,2,0,1,-0.464,0.636,-1.464,-0.364,2.143,0.132
1,1,1,2,1,0,2.45,0.675,1.45,-0.325,2.102,0.105
1,1,1,2,1,1,2.429,0.679,1.429,-0.321,2.043,0.103
