"TrueMean","Bias","BiasStrength","Hyperbole","ExtermityBias","FaB","BeliefMean","BeliefVar","BeliefMeanError","BeliefVarError","BeliefMeanMSE","BeliefVarMSE"
1,1,0.1,1,1,1,0.206,1.597,-0.794,0.597,0.63,0.356
1,1,0.1,2,0,0,1.977,1.856,0.977,0.856,0.955,0.733
1,1,0.1,2,0,1,0.632,2.079,-0.368,1.079,0.135,1.165
1,1,0.1,2,1,0,2.609,1.731,1.609,0.731,2.59,0.535
1,1,0.1,2,1,1,0.479,2.486,-0.521,1.486,0.271,2.209
1,1,1,1,0,0,0.967,0.595,-0.033,-0.405,0.001,0.164
1,1,1,1,0,1,-0.085,0.607,-1.085,-0.393,1.178,0.154
1,1,1,1,1,0,1.638,0.445,0.638,-0.555,0.407,0.308
1,1,1,1,1,1,-1.255,0.372,-2.255,-0.628,5.087,0.395
1,1,1,2,0,0,2.018,0.741,1.018,-0.259,1.036,0.067
1,1,1,2,0,1,-0.497,0.641,-1.497,-0.359,2.242,0.129
1,1,1,2,1,0,2.56,0.691,1.56,-0.309,2.435,0.096
1,1,1,2,1,1,2.381,0.666,1.381,-0.334,1.907,0.111
