"TrueMean","Bias","BiasStrength","Hyperbole","ExtermityBias","FaB","BeliefMean","BeliefVar","BeliefMeanError","BeliefVarError","BeliefMeanMSE","BeliefVarMSE"
1,-1,1,1,0,1,-0.073,0.599,-1.073,-0.401,1.151,0.161
1,-1,1,1,1,0,1.642,0.442,0.642,-0.558,0.413,0.312
1,-1,1,1,1,1,-0.523,0.38,-1.523,-0.62,2.321,0.385
1,-1,1,2,0,0,2,0.741,1,-0.259,1,0.067
1,-1,1,2,0,1,-0.538,0.605,-1.538,-0.395,2.364,0.156
1,-1,1,2,1,0,2.438,0.674,1.438,-0.326,2.067,0.106
1,-1,1,2,1,1,-1.588,0.469,-2.588,-0.531,6.697,0.282
1,0,0.1,1,0,0,0.999,0.966,-0.001,-0.034,0,0.001
1,0,0.1,1,0,1,0.344,1.086,-0.656,0.086,0.431,0.007
1,0,0.1,1,1,0,1.638,0.829,0.638,-0.171,0.407,0.029
1,0,0.1,1,1,1,0.202,1.598,-0.798,0.598,0.637,0.358
1,0,0.1,2,0,0,1.998,1.854,0.998,0.854,0.996,0.73
1,0,0.1,2,0,1,0.658,2.077,-0.342,1.077,0.117,1.16
1,0,0.1,2,1,0,2.599,1.752,1.599,0.752,2.557,0.565
1,0,0.1,2,1,1,0.498,2.529,-0.502,1.529,0.252,2.338
1,0,1,1,0,0,1,0.602,0,-0.398,0,0.158
1,0,1,1,0,1,-0.075,0.599,-1.075,-0.401,1.155,0.161
1,0,1,1,1,0,1.641,0.441,0.641,-0.559,0.411,0.312
1,0,1,1,1,1,-0.105,0.385,-1.105,-0.615,1.222,0.378
1,0,1,2,0,0,2.004,0.743,1.004,-0.257,1.008,0.066
1,0,1,2,0,1,-0.534,0.606,-1.534,-0.394,2.354,0.155
1,0,1,2,1,0,2.44,0.675,1.44,-0.325,2.074,0.106
1,0,1,2,1,1,-1.589,0.467,-2.589,-0.533,6.701,0.284
1,1,0.1,1,0,0,1,0.966,0,-0.034,0,0.001
1,1,0.1,1,0,1,0.346,1.089,-0.654,0.089,0.428,0.008
1,1,0.1,1,1,0,1.636,0.83,0.636,-0.17,0.405,0.029
1,1,0.1,1,1,1,0.205,1.6,-0.795,0.6,0.632,0.36
1,1,0.1,2,0,0,1.997,1.855,0.997,0.855,0.995,0.731
1,1,0.1,2,0,1,0.659,2.078,-0.341,1.078,0.116,1.162
1,1,0.1,2,1,0,2.601,1.749,1.601,0.749,2.565,0.561
1,1,0.1,2,1,1,0.496,2.525,-0.504,1.525,0.254,2.326
1,1,1,1,0,0,1.001,0.602,0.001,-0.398,0,0.158
1,1,1,1,0,1,-0.074,0.603,-1.074,-0.397,1.154,0.158
1,1,1,1,1,0,1.643,0.442,0.643,-0.558,0.413,0.312
1,1,1,1,1,1,0.274,0.469,-0.726,-0.531,0.527,0.282
1,1,1,2,0,0,2.009,0.741,1.009,-0.259,1.018,0.067
1,1,1,2,0,1,-0.536,0.603,-1.536,-0.397,2.359,0.157
1,1,1,2,1,0,2.448,0.675,1.448,-0.325,2.098,0.105
1,1,1,2,1,1,2.444,0.681,1.444,-0.319,2.084,0.102
